Doi,Novelty,Year
10.1371/journal.pmed.0030452,27.8171260357166,2006
10.1371/journal.pmed.0030334,17.56793468620055,2006
10.1371/journal.pmed.0030201,68.80158173878768,2006
10.1371/journal.pmed.0030337,27.032350159602885,2006
10.1371/journal.pmed.0030338,29.580119273586373,2006
10.1371/journal.pone.0000038,17.34837500854936,2006
10.1371/journal.pmed.0030342,31.25557983930341,2006
10.1371/journal.pcbi.0020120,40.92382995643005,2006
10.1371/journal.pmed.0030344,16.286383098113276,2006
10.1371/journal.pmed.0030209,40.17094107956527,2006
10.1371/journal.pmed.0030080,20.31462222390567,2006
10.1371/journal.pmed.0030467,51.34871278695909,2006
10.1371/journal.pbio.0040220,37.486111689044016,2006
10.1371/journal.pmed.0030347,19.536004106032507,2006
10.1371/journal.pmed.0030348,58.35988642399929,2006
10.1371/journal.pmed.0030215,24.2676702071282,2006
10.1371/journal.pmed.0030090,23.801484639642247,2006
10.1371/journal.pmed.0030217,93.31738805810194,2006
10.1371/journal.pmed.0030473,15.820713627420831,2006
10.1371/journal.pmed.0030351,22.232181826836133,2006
10.1371/journal.pmed.0030091,56.15510784128573,2006
10.1371/journal.pmed.0030096,21.26033382785873,2006
10.1371/journal.pmed.0030100,75.23377561040807,2006
10.1371/journal.pmed.0030232,115.21929477063163,2006
10.1371/journal.pmed.0030101,116.80625160827412,2006
10.1371/journal.pmed.0030102,160.29568800461146,2006
10.1371/journal.pmed.0030358,52.112470097917246,2006
10.1371/journal.pmed.0030237,29.15610130992411,2006
10.1371/journal.pbio.0040049,18.05049144247314,2006
10.1371/journal.pmed.0030360,15.926010298586364,2006
10.1371/journal.pmed.0030238,17.510335045593234,2006
10.1371/journal.pmed.0030240,23.294554446043367,2006
10.1371/journal.pmed.0030486,23.04245971921807,2006
10.1371/journal.pmed.0030487,16.01304095177836,2006
10.1371/journal.pmed.0030488,19.23937335334933,2006
10.1371/journal.pmed.0030113,19.21514368040043,2006
10.1371/journal.pmed.0030491,54.20158451592401,2006
10.1371/journal.pmed.0030493,15.697094012154302,2006
10.1371/journal.pmed.0030494,35.46210085218153,2006
10.1371/journal.pone.0000068,25.15414357672288,2006
10.1371/journal.pmed.0030495,23.35440602128421,2006
10.1371/journal.pmed.0030371,32.330623571381786,2006
10.1371/journal.pmed.0030253,47.19540859538322,2006
10.1371/journal.pmed.0030254,77.92338815188796,2006
10.1371/journal.pmed.0030121,53.547205060568736,2006
10.1371/journal.pmed.0030374,20.23881703178168,2006
10.1371/journal.pmed.0030262,14.68763506163073,2006
10.1371/journal.pmed.0030263,49.685856038142845,2006
10.1371/journal.pmed.0030383,15.800379766503266,2006
10.1371/journal.pmed.0030265,28.438455131749755,2006
10.1371/journal.pmed.0030266,19.49825543680629,2006
10.1371/journal.pone.0000086,20.5527567087428,2006
10.1371/journal.pmed.0030138,35.83238706094036,2006
10.1371/journal.ppat.0020062,61.27178616415618,2006
10.1371/journal.pmed.0030396,17.75607184252128,2006
10.1371/journal.pmed.0030272,19.735905084495688,2006
10.1371/journal.pmed.0030141,25.643308717069875,2006
10.1371/journal.pone.0000090,27.20557917801246,2006
10.1371/journal.pmed.0030400,25.598894987313155,2006
10.1371/journal.pmed.0030277,16.348283820722553,2006
10.1371/journal.pmed.0030516,66.34228243870479,2006
10.1371/journal.pmed.0030401,16.6326040240562,2006
10.1371/journal.pmed.0030402,68.44343518849925,2006
10.1371/journal.pmed.0030520,37.73690330609678,2006
10.1371/journal.pmed.0030525,56.18242135155018,2006
10.1371/journal.pmed.0030149,35.89846059524934,2006
10.1371/journal.pmed.0030002,58.02733145611148,2006
10.1371/journal.pmed.0030528,102.66621513440336,2006
10.1371/journal.pone.0000098,38.05574295583075,2006
10.1371/journal.pmed.0030005,26.225224038886203,2006
10.1371/journal.pmed.0030006,15.154764754216174,2006
10.1371/journal.pmed.0030158,30.7128091884343,2006
10.1371/journal.pone.0000101,15.284991587968197,2006
10.1371/journal.pmed.0030287,87.02247523757569,2006
10.1371/journal.pmed.0030009,34.68353540335954,2006
10.1371/journal.pmed.0030289,118.60311518597511,2006
10.1371/journal.pmed.0030011,16.345078106358663,2006
10.1371/journal.pmed.0030290,30.887510051361588,2006
10.1371/journal.pmed.0030162,21.587690803184312,2006
10.1371/journal.pmed.0030417,22.149954265319067,2006
10.1371/journal.pmed.0030013,18.6740473294671,2006
10.1371/journal.pmed.0030420,22.522172355135748,2006
10.1371/journal.pmed.0030295,24.7318438816864,2006
10.1371/journal.pmed.0030168,31.298183641520417,2006
10.1371/journal.pmed.0030017,102.90962669664152,2006
10.1371/journal.pmed.0030422,15.452352613938231,2006
10.1371/journal.pmed.0030297,22.181013677950915,2006
10.1371/journal.pcbi.0020075,27.82347247499782,2006
10.1371/journal.pmed.0030018,45.86019518271831,2006
10.1371/journal.pmed.0030020,42.1638808693445,2006
10.1371/journal.pmed.0030172,63.99262429819605,2006
10.1371/journal.pmed.0030427,23.791735100395822,2006
10.1371/journal.pmed.0030301,76.81726272439303,2006
10.1371/journal.pone.0000114,17.783907876396732,2006
10.1371/journal.pmed.0030176,72.35124951894133,2006
10.1371/journal.pmed.0030428,44.01880428268973,2006
10.1371/journal.pmed.0030022,59.057172326560405,2006
10.1371/journal.pmed.0030024,19.58954342833875,2006
10.1371/journal.pmed.0030027,23.761984193670354,2006
10.1371/journal.pmed.0030029,23.72359750706711,2006
10.1371/journal.pmed.0030308,19.48486030185538,2006
10.1371/journal.pmed.0030184,65.24864826802572,2006
10.1371/journal.pmed.0030310,45.29405057983142,2006
10.1371/journal.pmed.0030437,86.18368757383615,2006
10.1371/journal.pmed.0030039,18.96257646071875,2006
10.1371/journal.pmed.0030438,79.68831755622037,2006
10.1371/journal.pmed.0030188,25.615721015745027,2006
10.1371/journal.pmed.0030441,43.723338835539366,2006
10.1371/journal.pmed.0030044,34.53951264387948,2006
10.1371/journal.pmed.0030046,86.96412696343151,2006
10.1371/journal.ppat.0020118,20.64463190271012,2006
10.1371/journal.pmed.0030446,25.797390965081707,2006
10.1371/journal.pone.0000025,50.54737720420513,2006
10.1371/journal.pmed.0030052,76.44966008911865,2006
10.1371/journal.pone.0000030,59.32913892117426,2006
10.1371/journal.pmed.0030327,33.854682502972274,2006
10.1371/journal.pone.0000883,26.41804604848634,2007
10.1371/journal.pmed.0040190,15.387601334498177,2007
10.1371/journal.pone.0000218,47.42155213747489,2007
10.1371/journal.pmed.0040201,83.99233385758748,2007
10.1371/journal.pmed.0040202,49.30767763759508,2007
10.1371/journal.pcbi.0030221,17.458005742878008,2007
10.1371/journal.pmed.0040206,77.10990398524467,2007
10.1371/journal.pmed.0040209,36.870907728483175,2007
10.1371/journal.pone.0001129,17.83014804932477,2007
10.1371/journal.pone.0000455,32.243542663643666,2007
10.1371/journal.pone.0001132,18.632879370172848,2007
10.1371/journal.pone.0001360,21.6557337512066,2007
10.1371/journal.pone.0000684,56.26883128479693,2007
10.1371/journal.pone.0001138,42.72641815903345,2007
10.1371/journal.pone.0001365,42.42016836575901,2007
10.1371/journal.pone.0000689,20.5430325057054,2007
10.1371/journal.pone.0001370,16.058104731947108,2007
10.1371/journal.pone.0000692,26.37629481155524,2007
10.1371/journal.pmed.0040230,37.58560367018622,2007
10.1371/journal.pone.0001380,33.80154636573579,2007
10.1371/journal.pone.0001148,25.61067396184557,2007
10.1371/journal.pmed.0040234,17.12513226825534,2007
10.1371/journal.pmed.0040237,50.85784618469599,2007
10.1371/journal.pone.0001153,44.75756815836707,2007
10.1371/journal.pmed.0040238,22.3768886589854,2007
10.1371/journal.pmed.0040239,16.14292813626441,2007
